country,year,suicides,male,female,population,rate
Luxembourg,1996,72,53,19,387700,18.571060098013927
Luxembourg,1997,81,60,21,392600,20.631686194600103
Luxembourg,1998,64,48,16,397915,16.0838370003644
Luxembourg,1999,70,49,21,403890,17.331451632870337
Luxembourg,2000,62,47,15,410164,15.115904857569166
Luxembourg,2001,73,50,23,413930,17.635832145531854
Luxembourg,2002,85,63,22,418106,20.32977283272663
Luxembourg,2003,48,40,8,423654,11.330000424875015
Luxembourg,2004,62,45,17,430128,14.414313878659376
Luxembourg,2005,49,39,10,437338,11.204148736217753
Luxembourg,2006,65,47,18,444821,14.61261945816407
Luxembourg,2007,78,53,25,452012,17.256179039494526
Luxembourg,2008,43,35,8,460371,9.340292937652459
Luxembourg,2009,48,36,12,469209,10.229982800841416
Luxembourg,2010,54,43,11,477979,11.297567466353124
Luxembourg,2011,55,37,18,488918,11.249330153522678
Luxembourg,2012,51,39,12,501044,10.178746776730186
Luxembourg,2013,40,24,16,512689,7.8020008231110864
Luxembourg,2014,67,52,15,524940,12.763363432011278
Luxembourg,2015,64,45,19,537748,11.901485454153246
Macau,1994,27,15,12,346542,7.791263396644562
Maldives,2000,0,0,0,247387,0.0
Maldives,2001,3,2,1,255503,1.1741545109059384
Maldives,2002,3,2,1,263747,1.1374536961557857
Maldives,2003,4,3,1,272110,1.4699937525265518
Maldives,2004,1,0,1,280526,0.35647319678033407
Maldives,2005,1,1,0,288936,0.3460974056538472
Maldives,2007,5,3,2,305536,1.6364683703393381
Maldives,2008,0,0,0,313924,0.0
Maldives,2010,1,1,0,331559,0.30160544578792914
Maldives,2011,2,2,0,341018,0.5864793060776851
Malta,1985,2,2,0,307200,0.6510416666666667
Malta,1986,1,0,1,315800,0.31665611146295125
Malta,1987,1,1,0,317400,0.315059861373661
Malta,1988,9,8,1,320800,2.805486284289277
Malta,1989,23,18,5,324000,7.098765432098765
Malta,1990,8,8,0,327400,2.4434941967012827
Malta,1991,10,9,1,330800,3.022974607013301
Malta,1992,18,12,6,334300,5.384385282680228
Malta,1993,16,9,7,337700,4.737933076695292
Malta,1994,15,12,3,341700,4.389815627743635
Malta,1995,17,11,6,344900,4.928964917367352
Malta,1996,10,9,1,348200,2.871912693854107
Malta,1997,15,11,4,350400,4.280821917808219
Malta,1998,12,11,1,353400,3.395585738539898
Malta,1999,27,22,5,355600,7.592800899887514
Malta,2000,23,17,6,362676,6.341748557941524
Malta,2001,30,23,7,370541,8.096270048388707
Malta,2002,19,11,8,374456,5.074027389065738
Malta,2003,20,17,3,377785,5.29401643792104
Malta,2004,24,14,10,380918,6.300568626318524
Malta,2005,19,16,3,384111,4.946486822819445
Malta,2006,26,21,5,386038,6.735088255560333
Malta,2007,26,25,1,387581,6.708275173447615
Malta,2008,14,12,2,390195,3.587949614936122
Malta,2009,36,33,3,393102,9.157928476578599
Malta,2010,31,29,2,394949,7.849114695821486
Malta,2011,20,20,0,396423,5.045115949377307
Malta,2012,25,19,6,399138,6.263497837840547
Malta,2013,22,21,1,402728,5.462744085337995
Malta,2014,32,27,5,406525,7.871594612877438
Malta,2015,34,27,7,410637,8.279818915489837
Mauritius,1985,104,68,36,883400,11.772696400271679
Mauritius,1986,28,20,8,898100,3.1176929072486357
Mauritius,1987,140,87,53,911300,15.362668715022496
Mauritius,1988,167,111,56,925000,18.054054054054056
Mauritius,1989,144,107,37,932900,15.43573802122414
Mauritius,1990,147,91,56,941100,15.620019126554032
Mauritius,1991,137,94,43,938100,14.603986781792987
Mauritius,1992,146,100,46,948300,15.395971738901192
Mauritius,1993,138,93,45,958300,14.400500886987372
Mauritius,1994,129,107,22,972800,13.260690789473683
Mauritius,1995,147,115,32,981900,14.97097464100214
Mauritius,1996,153,117,36,995000,15.376884422110551
Mauritius,1997,122,102,20,1011700,12.058910744291786
Mauritius,1998,155,114,41,1026300,15.102796453278769
Mauritius,1999,174,120,54,1042400,16.69224865694551
Mauritius,2000,137,107,30,1056073,12.972588069195973
Mauritius,2001,113,76,37,1068947,10.571150861548794
Mauritius,2002,131,102,29,1079755,12.132381882927145
Mauritius,2003,88,64,24,1092234,8.05688158398292
Mauritius,2004,97,75,22,1103091,8.79347216140826
Mauritius,2005,102,79,23,1113942,9.156670634557276
Mauritius,2006,118,89,29,1125301,10.486083279051561
Mauritius,2007,127,97,30,1135233,11.187130747608641
Mauritius,2008,84,72,12,1146258,7.328193129295499
Mauritius,2009,115,92,23,1159551,9.917631910972437
Mauritius,2010,98,76,22,1164931,8.412515419368185
Mauritius,2011,118,95,23,1173352,10.056658189528804
Mauritius,2012,115,89,26,1180547,9.741247065978737
Mauritius,2013,98,83,15,1147390,8.541123767855742
Mauritius,2014,120,96,24,1151424,10.421877605469401
Mauritius,2015,104,78,26,1154848,9.005514145584527
Mauritius,2016,98,83,15,992432,9.874731971560772
Mexico,1985,1544,1279,265,67566000,2.2851730160139714
Mexico,1986,1714,1445,269,69123500,2.4796198109181393
Mexico,1987,1701,1416,285,67948100,2.5033812571653953
Mexico,1988,1703,1423,280,69646000,2.4452229848088907
Mexico,1989,1865,1580,285,71359000,2.6135455934079794
Mexico,1990,1926,1648,278,73076900,2.6355797796567724
Mexico,1991,2103,1789,314,74796300,2.8116364044745525
Mexico,1992,2237,1899,338,75285800,2.9713438656426576
Mexico,1993,2342,2011,331,76826800,3.048415396710523
Mexico,1994,2588,2195,393,78374100,3.3021112842125135
Mexico,1995,2877,2434,443,79927100,3.5995300717779077
Mexico,1996,3008,2514,494,83802294,3.5894005479134017
Mexico,1997,3350,2811,539,85340880,3.9254340944222745
Mexico,1998,3312,2802,510,86825678,3.8145397494045485
Mexico,1999,3327,2819,508,88271977,3.7690330647063677
Mexico,2000,3456,2919,537,89694793,3.853066476222315
Mexico,2001,3760,3088,672,91052714,4.129476030774876
Mexico,2002,3826,3170,656,92394316,4.140947371697626
Mexico,2003,4070,3376,694,93758859,4.340923133460914
Mexico,2004,4056,3381,675,95193068,4.260814453422176
Mexico,2005,4274,3544,730,96730008,4.418484075799932
Mexico,2006,4230,3521,709,98468839,4.295775235046693
Mexico,2007,4285,3523,762,100294297,4.272426377344267
Mexico,2008,4642,3782,860,102170587,4.5433819422022115
Mexico,2009,5023,4057,966,104044342,4.827749307117537
Mexico,2010,4858,3958,900,105875861,4.588392438197031
Mexico,2011,5558,4487,1071,107655100,5.1627837417827855
Mexico,2012,5381,4330,1051,109368765,4.920051899644291
Mexico,2013,5711,4668,1043,111036708,5.143344127241236
Mexico,2014,6178,4950,1228,112692589,5.482170615496286
Mexico,2015,6234,4986,1248,114357884,5.451307581032192
Mongolia,2016,423,371,52,2167589,19.514769635756593
Montenegro,2000,0,0,0,578668,0.0
Montenegro,2001,0,0,0,578668,0.0
Montenegro,2002,0,0,0,578668,0.0
Montenegro,2003,0,0,0,579688,0.0
Montenegro,2004,0,0,0,581623,0.0
Montenegro,2005,118,82,36,583232,20.232086030944803
Montenegro,2006,0,0,0,584885,0.0
Montenegro,2007,121,89,32,587244,20.604723079333294
Montenegro,2008,126,80,46,589953,21.35763357419998
Montenegro,2009,107,77,30,592234,18.067182904054818
Netherlands,1985,1638,1048,590,13618300,12.027933001916539
Netherlands,1986,1604,998,606,13695500,11.711876163703407
Netherlands,1987,1616,995,621,13777000,11.729694418233287
Netherlands,1988,1523,965,558,13855700,10.991866163384023
Netherlands,1989,1520,953,567,13929300,10.912249718219869
Netherlands,1990,1450,909,541,14014300,10.346574570260376
Netherlands,1991,1611,1033,578,14114800,11.413551732932808
Netherlands,1992,1587,1041,546,14216900,11.16277106823569
Netherlands,1993,1555,1020,535,14313600,10.863793874357254
Netherlands,1994,1584,1084,500,14397700,11.001757225112344
Netherlands,1995,1511,1000,511,14474000,10.43940859472157
Netherlands,1996,1577,1043,534,14553700,10.835732494142382
Netherlands,1997,1572,1042,530,14639900,10.737778263512729
Netherlands,1998,1519,1002,517,14734600,10.309068451128637
Netherlands,1999,1519,1016,503,14832000,10.241370010787486
Netherlands,2000,1501,1000,501,14933235,10.051405472424428
Netherlands,2001,1474,1010,464,15038337,9.80161569726759
Netherlands,2002,1570,1063,507,15130318,10.376516871621602
Netherlands,2003,1502,1018,484,15203397,9.879371037933167
Netherlands,2004,1514,1022,492,15265861,9.917553946023745
Netherlands,2005,1574,1074,500,15320595,10.273752422800811
Netherlands,2006,1525,1046,479,15368697,9.922767037439803
Netherlands,2007,1354,944,410,15425404,8.777727960966208
Netherlands,2008,1439,991,448,15506963,9.279702285998876
Netherlands,2009,1530,1068,462,15602176,9.806324451153479
Netherlands,2010,1604,1127,477,15691409,10.222154046204519
Netherlands,2011,1650,1137,513,15772162,10.461470025479068
Netherlands,2012,1756,1186,570,15839503,11.086206429583049
Netherlands,2013,1856,1307,549,15899508,11.673317186921759
Netherlands,2014,1839,1250,589,15899508,11.566395639412239
Netherlands,2015,1873,1282,591,16057342,11.664446083293237
Netherlands,2016,1886,1273,613,14239554,13.244796852485688
New Zealand,1985,338,255,83,3025800,11.170599510873156
New Zealand,1986,414,301,113,3026100,13.680975513036582
New Zealand,1987,463,363,100,3047100,15.194775360178529
New Zealand,1988,484,381,103,3055200,15.841843414506416
New Zealand,1989,465,372,93,3063800,15.17723088974476
New Zealand,1990,455,363,92,3089400,14.727778856735934
New Zealand,1991,474,380,94,3203900,14.794469240613003
New Zealand,1992,493,397,96,3235600,15.236741253554209
New Zealand,1993,443,349,94,3273200,13.534156177441035
New Zealand,1994,512,409,103,3319500,15.424009640006025
New Zealand,1995,545,429,116,3373800,16.153891754105164
New Zealand,1996,540,428,112,3432500,15.731973780043699
New Zealand,1997,562,441,121,3470200,16.19503198662901
New Zealand,1998,574,442,132,3502800,16.38689048760991
New Zealand,1999,516,385,131,3549300,14.538077930859606
New Zealand,2000,458,375,83,3573690,12.815884981629631
New Zealand,2001,508,389,119,3599090,14.11467898829982
New Zealand,2002,467,354,113,3659190,12.76238730429412
New Zealand,2003,519,378,141,3729420,13.916373055327638
New Zealand,2004,495,382,113,3802510,13.01771724466208
New Zealand,2005,514,382,132,3849280,13.35314656247402
New Zealand,2006,527,388,139,3898600,13.517673010824398
New Zealand,2007,494,376,118,3935450,12.552567050781995
New Zealand,2008,520,381,139,3968450,13.103352694376897
New Zealand,2009,512,394,118,4009980,12.768143482012379
New Zealand,2010,536,387,149,4055470,13.21671717458149
New Zealand,2011,493,377,116,4090460,12.052434200554462
New Zealand,2012,549,404,145,4120870,13.322429486977265
New Zealand,2013,513,366,147,4129770,12.421999288095948
Nicaragua,2010,351,274,77,5107427,6.872344920446245
Nicaragua,2011,369,276,93,5177921,7.126412318766548
Nicaragua,2012,316,234,82,5251443,6.017393695409052
Nicaragua,2013,351,276,75,5326935,6.589154926801247
Nicaragua,2014,311,241,70,5402424,5.756675151746697
Nicaragua,2015,315,230,85,5476483,5.751866663331192
Norway,1986,579,419,160,3911700,14.801748600352788
Norway,1987,649,486,163,3929500,16.516096195444714
Norway,1988,708,510,198,3946600,17.939492221152385
Norway,1989,660,481,179,3955800,16.68436220233581
Norway,1990,659,488,171,3961300,16.63595284376341
Norway,1991,675,499,176,3972600,16.99139102854554
Norway,1992,616,449,167,3989800,15.43937039450599
Norway,1993,590,449,141,4010500,14.71138262062087
Norway,1994,531,379,152,4033300,13.165398061141001
Norway,1995,548,411,137,4055900,13.51118124214108
Norway,1996,517,389,128,4078000,12.677783227072094
Norway,1997,533,387,146,4102100,12.993344872138662
Norway,1998,548,399,149,4129400,13.270693078897661
Norway,1999,583,430,153,4159745,14.015282186768662
Norway,2000,541,409,132,4168315,12.978865560784154
Norway,2001,549,411,138,4215103,13.024592756096352
Norway,2002,494,362,132,4243689,11.640815337787478
Norway,2003,502,374,128,4273124,11.747845370272428
Norway,2004,529,359,170,4301960,12.296720564579866
Norway,2005,533,360,173,4335092,12.29501011743234
Norway,2006,532,391,141,4372103,12.168057339911709
Norway,2007,485,336,149,4417369,10.979386145916267
Norway,2008,505,347,158,4472089,11.29226184899272
Norway,2009,573,416,157,4527536,12.655890532952139
Norway,2010,548,384,164,4582885,11.957533300530125
Norway,2011,598,434,164,4643300,12.878771563327806
Norway,2012,515,369,146,4706585,10.9421162052741
Norway,2013,554,378,176,4767605,11.620090171060733
Norway,2014,548,401,147,4827178,11.35238849696448
Norway,2015,590,400,190,4882909,12.082961202021172
Oman,2009,13,13,0,2607549,0.49855247207243275
Oman,2010,13,13,0,2748440,0.472995590225728
Oman,2014,7,7,0,3631098,0.1927791538537379
Panama,1985,56,44,12,1899700,2.9478338685055534
Panama,1986,82,67,15,1939900,4.227022011443889
Panama,1987,85,64,21,1980800,4.291195476575121
Panama,1988,87,66,21,2064310,4.214483289815968
Panama,1989,70,61,9,2112479,3.313642407806184
Panama,1996,113,98,15,2472851,4.569624291960979
Panama,1997,145,124,21,2526210,5.739823688450287
Panama,1998,148,124,24,2579433,5.737695067094203
Panama,1999,143,124,19,2633348,5.430349501850876
Panama,2000,143,124,19,2688510,5.318931303956466
Panama,2001,162,139,23,2742982,5.905981154816182
Panama,2002,160,130,30,2800046,5.7141918382769425
Panama,2003,195,174,21,2858964,6.820652516086246
Panama,2004,186,152,34,2918453,6.3732395210750346
Panama,2005,172,148,24,2977595,5.776473966405773
Panama,2006,185,172,13,3037959,6.089614770969588
Panama,2007,171,150,21,3097138,5.521226370926966
Panama,2008,186,154,32,3155636,5.894215936185289
Panama,2009,177,149,28,3214513,5.506277311679872
Panama,2010,151,130,21,3274415,4.611510758410281
Panama,2011,144,125,19,3334191,4.318888749924644
Panama,2012,135,117,18,3395244,3.9761501677051783
Panama,2013,130,117,13,3457387,3.7600650433405343
Panama,2014,147,127,20,3520213,4.175883675220789
Panama,2015,110,91,19,3583382,3.069725750701432
Paraguay,1985,63,36,27,3077314,2.0472398981709374
Paraguay,1986,56,33,23,3167535,1.7679362658976143
Paraguay,1987,62,39,23,3261975,1.900688999762414
Paraguay,1989,67,48,19,3459176,1.9368774528962966
Paraguay,1990,99,49,50,3560229,2.780720004246918
Paraguay,1991,75,48,27,3662812,2.047607138995941
Paraguay,1994,108,81,27,3972517,2.7186793662557016
Paraguay,1995,118,83,35,4076758,2.894456820836557
Paraguay,1996,99,69,30,4181422,2.3676156101919394
Paraguay,1997,126,85,41,4284973,2.9405086099725715
Paraguay,1998,138,93,45,4388094,3.144873377826455
Paraguay,1999,161,106,55,4492220,3.583974070726723
Paraguay,2000,154,107,47,4598158,3.349167210000178
Paraguay,2001,152,98,54,4701314,3.233138650173122
Paraguay,2002,177,111,66,4809921,3.6798941188431162
Paraguay,2003,174,129,45,4920489,3.5362338987039705
Paraguay,2004,234,157,77,5027301,4.654585034793023
Paraguay,2005,239,155,84,5126457,4.6620892362893125
Paraguay,2006,251,182,69,5223460,4.805244033648195
Paraguay,2007,227,159,68,5307169,4.277233304611178
Paraguay,2008,222,160,62,5382169,4.1247311260571715
Paraguay,2009,283,213,70,5456220,5.186741003845152
Paraguay,2010,223,160,63,5534703,4.029123152588314
Paraguay,2011,298,222,76,5610499,5.311470512694147
Paraguay,2012,275,187,88,5695283,4.828557246409002
Paraguay,2013,323,247,76,5786207,5.582240663011192
Paraguay,2014,379,269,110,5877594,6.448216736304005
Philippines,1992,347,244,103,55304684,0.6274332929919643
Philippines,1993,846,506,340,56781569,1.4899200830466661
Philippines,1997,814,595,219,62772694,1.296742179011785
Philippines,1998,883,665,218,64252614,1.3742631544920492
Philippines,1999,1043,788,255,65740201,1.5865482370520896
Philippines,2000,1403,1045,358,67243482,2.086447575692169
Philippines,2001,1204,927,277,68738092,1.751576112994233
Philippines,2002,1301,999,302,70256443,1.8517874581267941
Philippines,2003,1544,1142,402,71781489,2.150972376736292
Philippines,2006,1788,1386,402,76435755,2.3392193875758798
Philippines,2007,1698,1292,406,78008654,2.176681576892738
Philippines,2008,1820,1411,409,79595888,2.2865502800848203
Philippines,2009,2074,1549,525,81193855,2.5543805008396263
Philippines,2010,2116,1629,487,82760992,2.55676007363469
Philippines,2011,2449,1879,570,84201767,2.9084900320441016
Poland,1990,4970,4091,879,35164800,14.133451633451633
Poland,1991,5316,4448,868,35396300,15.01851888474219
Poland,1992,5713,4732,981,35605400,16.045318968471076
Poland,1993,5624,4641,983,35792600,15.71274509256103
Poland,1994,5519,4628,891,35960000,15.347608453837596
Poland,1995,5499,4562,937,36104900,15.230619666582653
Poland,1996,5446,4537,909,36243300,15.026225536857845
Poland,1999,5779,4895,884,36575200,15.800323716616726
Poland,2000,5841,4869,972,36233344,16.12051043370438
Poland,2001,5855,5005,850,36295390,16.131525243288472
Poland,2002,5925,4933,992,36347498,16.300984458407566
Poland,2003,5836,4948,888,36353775,16.05335346879382
Poland,2004,6072,5162,910,36371596,16.694345774653385
Poland,2005,6045,5138,907,36371365,16.620217580505983
Poland,2006,5805,4947,858,36348232,15.970515429746348
Poland,2007,5284,4472,812,36310843,14.552127032688281
Poland,2008,5682,4870,812,36262711,15.6689884548345
Poland,2009,6477,5531,946,36223402,17.88070595909241
Poland,2010,6357,5517,840,36027791,17.64471210571861
Poland,2011,6113,5353,760,36008237,16.976671198870413
Poland,2012,6368,5558,810,36013446,17.68228455560737
Poland,2013,6218,5378,840,36023694,17.260861698414384
Poland,2014,5934,5123,811,36059630,16.4560756724348
Poland,2015,5420,4697,723,36086575,15.01943589825302
Portugal,1985,983,693,290,9313930,10.554084044007203
Portugal,1986,941,672,269,9349248,10.064980627318903
Portugal,1987,960,709,251,9378989,10.235644801374647
Portugal,1988,819,623,196,9400481,8.712320146171244
Portugal,1989,747,549,198,9415270,7.933920110628797
Portugal,1990,870,642,228,9420814,9.234870787174016
Portugal,1991,942,708,234,9410507,10.010087660526686
Portugal,1992,866,630,236,9401557,9.21124022329493
Portugal,1993,780,586,194,9410082,8.28898196636331
Portugal,1994,762,587,175,9436009,8.07544799925477
Portugal,1995,809,582,227,9473844,8.53930041491078
Portugal,1996,653,491,162,9515960,6.862155788801129
Portugal,1997,628,483,145,9564579,6.565892759106282
Portugal,1998,556,416,140,9617110,5.781362592296438
Portugal,1999,545,407,138,9671357,5.6351967981328785
Portugal,2000,524,417,107,9740085,5.379829847480797
Portugal,2001,761,586,175,9809536,7.757757349583099
Portugal,2002,1210,947,263,9859832,12.272014371035937
Portugal,2003,1156,889,267,9895009,11.682657388184285
Portugal,2007,1020,751,269,10005713,10.194176067212801
Portugal,2008,1038,794,244,10030640,10.348292830766532
Portugal,2009,1025,803,222,10049918,10.199088191565345
Portugal,2010,1099,834,265,10066628,10.917260476894548
Portugal,2011,1017,794,223,10062815,10.106515920246968
Portugal,2012,1076,859,217,10029396,10.7284626113078
Portugal,2013,1052,811,241,9985074,10.535725624066481
Portugal,2014,1222,924,298,9944433,12.288282298246667
Puerto Rico,1985,269,234,35,3082500,8.72668288726683
Puerto Rico,1986,310,272,38,3143200,9.862560447951132
Puerto Rico,1987,272,234,38,3189400,8.528249827553772
Puerto Rico,1988,314,284,30,3235600,9.704537025590307
Puerto Rico,1989,327,292,35,3283800,9.957975516170292
Puerto Rico,1990,371,333,38,3204000,11.579275905118601
Puerto Rico,1991,355,319,36,3237200,10.966267144445817
Puerto Rico,1992,314,279,35,3287900,9.55016880075428
Puerto Rico,1993,345,311,34,3312472,10.415182377390662
Puerto Rico,1994,355,320,35,3343624,10.617222510665075
Puerto Rico,1995,289,255,34,3375154,8.562572255962246
Puerto Rico,1996,331,297,34,3401823,9.730077079260148
Puerto Rico,1997,273,254,19,3432757,7.952791298655861
Puerto Rico,1998,321,290,31,3464834,9.26451310510114
Puerto Rico,1999,289,257,32,3492721,8.274351143420846
Puerto Rico,2000,305,278,27,3511947,8.68464131150043
Puerto Rico,2001,289,255,34,3522212,8.205071131436721
Puerto Rico,2002,239,202,37,3523951,6.782160137867978
Puerto Rico,2003,262,240,22,3519026,7.445241950471522
Puerto Rico,2004,279,256,23,3511462,7.945408493670159
Puerto Rico,2005,289,248,41,3504599,8.246307209469613
Puerto Rico,2006,265,243,22,3499036,7.5735145337172876
Puerto Rico,2007,271,228,43,3493631,7.756972616741723
Puerto Rico,2008,300,253,47,3488811,8.598918084126655
Puerto Rico,2009,330,301,29,3484474,9.470582934468732
Puerto Rico,2010,286,241,45,3480379,8.217495853181507
Puerto Rico,2011,258,216,42,3475298,7.4238237987073346
Puerto Rico,2012,248,204,44,3472672,7.141474921904517
Puerto Rico,2013,241,204,37,3471665,6.941914038364876
Puerto Rico,2014,220,188,32,3470956,6.338311404696573
Puerto Rico,2015,226,201,25,3469521,6.513867476230869
Qatar,1995,0,0,0,463449,0.0
Qatar,2001,23,18,5,539483,4.263341013525912
Qatar,2004,21,20,1,697191,3.0120870751343607
Qatar,2005,17,16,1,796618,2.134021576213442
Qatar,2006,29,24,5,940090,3.0848110287312918
Qatar,2007,41,37,4,1115479,3.67555104130154
Qatar,2008,33,31,2,1310465,2.5181901080914026
Qatar,2009,44,41,3,1506649,2.920388225791143
Qatar,2010,47,46,1,1689592,2.7817366559500756
Qatar,2011,50,45,5,1854081,2.696753809569269
Qatar,2012,43,38,5,2003149,2.146620146579211
Qatar,2013,37,36,1,2135349,1.7327378334876407
Qatar,2014,55,52,3,2251682,2.4426184514509597
Qatar,2015,66,57,9,2354147,2.8035632439265687
Qatar,2016,68,63,5,2213121,3.0725839210779706
Republic of Korea,1985,3689,2691,998,36716700,10.047199230867697
Republic of Korea,1986,3458,2568,890,37540400,9.211409574751467
Republic of Korea,1987,3301,2400,901,38114900,8.660655019428098
Republic of Korea,1988,2949,2118,831,38700500,7.620056588416171
Republic of Korea,1989,3023,2124,899,39171500,7.717345519063605
Republic of Korea,1990,3159,2197,962,39589500,7.979388474216647
Republic of Korea,1991,3069,2139,930,39993700,7.673708609105934
Republic of Korea,1992,3533,2467,1066,40371200,8.75128804692454
Republic of Korea,1993,4124,2848,1276,40754800,10.119053461187393
Republic of Korea,1994,4212,2862,1350,41145300,10.236892184526544
Republic of Korea,1995,4841,3319,1522,42076400,11.505261857002976
Republic of Korea,1996,5857,4042,1815,42507100,13.778874588010002
Republic of Korea,1997,6024,4162,1862,42956100,14.023619462660717
Republic of Korea,1998,8569,6200,2369,43395700,19.746196051682542
Republic of Korea,1999,7075,4968,2107,43817300,16.14659050192504
Republic of Korea,2000,6444,4481,1963,44271743,14.555559739312725
Republic of Korea,2001,6911,4852,2059,44710865,15.457093035440042
Republic of Korea,2002,8611,5939,2672,45110041,19.088876465441473
Republic of Korea,2003,10898,7514,3384,45455888,23.974891877593503
Republic of Korea,2004,11492,7879,3613,45779970,25.102681369166472
Republic of Korea,2005,12011,8026,3985,46151884,26.02493974027149
Republic of Korea,2006,10653,7227,3426,46513964,22.902799683983073
Republic of Korea,2007,12174,7747,4427,46814207,26.004926239592184
Republic of Korea,2008,12858,8260,4598,47101747,27.29835052614927
Republic of Korea,2009,15402,9927,5475,47380017,32.50737541947273
Republic of Korea,2010,15558,10321,5237,47598615,32.68582499721893
Republic of Korea,2011,15906,10866,5040,47798017,33.277531157830246
Republic of Korea,2012,14159,9621,4538,48020985,29.48502618178282
Republic of Korea,2013,14426,10059,4367,48248224,29.899546147025017
Republic of Korea,2014,13834,9735,4099,48465917,28.543770254052966
Republic of Korea,2015,13510,9556,3954,48671752,27.757373517189187
Romania,1989,2529,1886,643,21344500,11.848485558340556
Romania,1990,2079,1523,556,21401900,9.714090805021984
Romania,1991,2161,1638,523,21458000,10.070836051822164
Romania,1992,2650,2077,573,21227100,12.484041626034646
Romania,1993,2774,2191,583,21307600,13.018828962435938
Romania,1994,2887,2298,589,21386000,13.499485644814365
Romania,1995,2793,2256,537,21451300,13.020189918559714
Romania,1996,2828,2335,493,21397300,13.216620788604171
Romania,1997,2859,2375,484,21369000,13.379194159764143
Romania,1998,2838,2350,488,21338400,13.29996625801372
Romania,1999,2736,2235,501,21310800,12.83856072977082
Romania,2000,2836,2325,511,21290400,13.320557622214707
Romania,2001,2720,2278,442,21272887,12.786228780324926
Romania,2002,3067,2539,528,20700580,14.816009986193622
Romania,2003,2894,2386,508,20656841,14.009886603668004
Romania,2004,2720,2276,444,20610767,13.196985827844252
Romania,2005,2603,2133,470,20569960,12.654375604036177
Romania,2006,2721,2240,481,20526561,13.255995487992362
Romania,2007,2430,1984,446,20475026,11.868116797507364
Romania,2008,2472,2026,446,20433803,12.09760121500633
Romania,2009,2586,2197,389,20390882,12.682139007032655
Romania,2010,2766,2304,462,20348649,13.593040009683197
Romania,2011,2536,2142,394,20291701,12.497720127060811
Romania,2012,2495,2142,353,19041594,13.10289464211872
Romania,2013,2407,2043,364,19003345,12.666191136349942
Romania,2014,2209,1887,322,18952235,11.655617398159109
Romania,2015,2228,1886,342,18863927,11.810902364072973
Romania,2016,1953,1643,310,16644905,11.733320196180152
Russian Federation,1989,37921,29373,8548,135443800,27.997590144399375
Russian Federation,1990,39028,30286,8742,136398200,28.61328082042138
Russian Federation,1991,39281,30821,8460,137283000,28.613156763765357
Russian Federation,1992,45923,36794,9129,138118900,33.24888918171228
Russian Federation,1993,55846,45750,10096,137692800,40.558402472750934
Russian Federation,1994,61420,51032,10388,138476200,44.35419227275156
Russian Federation,1995,60548,49915,10633,139087100,43.53243399280019
Russian Federation,1996,57511,47826,9685,139272600,41.29383669149567
Russian Federation,1997,54746,45252,9494,139283200,39.305530028029224
Russian Federation,1998,51518,42547,8971,139122100,37.030780875216806
Russian Federation,1999,56974,47065,9909,138717800,41.071873977240124
Russian Federation,2000,56619,47520,9099,138205695,40.967197480537976
Russian Federation,2001,56958,47952,9006,137521509,41.41752109482743
Russian Federation,2002,55024,45967,9057,136590900,40.283796358322554
Russian Federation,2003,51445,42995,8450,137019868,37.54564994910081
Russian Federation,2004,49096,40894,8202,137071699,35.81775111724558
Russian Federation,2005,45802,38338,7464,136162191,33.6378253490354
Russian Federation,2006,42614,35387,7227,135357462,31.482564293352365
Russian Federation,2007,41149,33808,7341,134778964,30.530728816108127
Russian Federation,2008,38211,31286,6925,134385949,28.43377621271998
Russian Federation,2009,37408,30923,6485,134085433,27.898630867679714
Russian Federation,2010,33356,27561,5795,134865987,24.732700024654843
Russian Federation,2011,31038,25470,5568,134745874,23.034471541592435
Russian Federation,2012,29643,24189,5454,134668522,22.011825450939458
Russian Federation,2013,28690,23714,4976,134713962,21.296975884355625
Russian Federation,2014,26541,21886,4655,134713962,19.701744055304378
Russian Federation,2015,25432,20861,4571,137018943,18.560937227489777
Saint Kitts and Nevis,1990,0,0,0,39100,0.0
Saint Kitts and Nevis,1991,0,0,0,39100,0.0
Saint Kitts and Nevis,1992,0,0,0,39100,0.0
Saint Lucia,1986,5,5,0,110000,4.545454545454545
Saint Lucia,1987,11,10,1,111300,9.883198562443846
Saint Lucia,1988,10,6,4,113000,8.849557522123893
Saint Lucia,1989,8,5,3,118566,6.747296864193783
Saint Lucia,1990,3,2,1,120537,2.4888623410239177
Saint Lucia,1991,6,6,0,122496,4.898119122257053
Saint Lucia,1992,11,11,0,124223,8.855042946958292
Saint Lucia,1993,8,8,0,125846,6.356975986523211
Saint Lucia,1994,6,4,2,127557,4.703779486817658
Saint Lucia,1995,10,9,1,129466,7.72403565414858
Saint Lucia,1996,7,6,1,131621,5.318300271233314
Saint Lucia,1997,9,9,0,133967,6.718072361103854
Saint Lucia,1998,8,5,3,136400,5.865102639296188
Saint Lucia,1999,8,7,1,138813,5.763148984605188
Saint Lucia,2000,14,11,3,141100,9.922041105598867
Saint Lucia,2001,7,7,0,143166,4.889429054384421
Saint Lucia,2002,12,8,4,145168,8.266284580623829
Saint Lucia,2003,10,6,4,147127,6.796848980812495
Saint Lucia,2004,8,8,0,149121,5.364770890753147
Saint Lucia,2005,4,4,0,151169,2.646045154760566
Saint Lucia,2006,2,2,0,153460,1.3032712107389548
Saint Lucia,2008,0,0,0,157876,0.0
